bisphenol,ID,ID.2,treatment,temp,exposure,temp.acute,body.mass_pre,condition,CS.slope.1,CS.slope.2,CS.slope,CS.dilution,CS.activity,LDH.slope.1,LDH.slope.2,LDH.slope,LDH.dilution,LDH.activity
BPF,BPF-28-C-4,28-C-4,28-C,28,control,28,0.4,1.511510607,0.0574,0.0581,0.05775,10,4.246323529,0.0644,0.0642,0.0643,200,94.55882353
BPF,BPF-18-C-15,18-C-15,18-C,18,control,18,0.63,1.706113223,,,,,,,,,,
BPF,BPF-18-BPF-15,18-BPF-15,18-expose,18,expose,18,0.68,1.841519034,0.0412,0.0409,0.04105,10,3.018382353,0.0538,0.0542,0.054,100,39.70588235
BPF,BPF-28-C-5,28-C-5,28-C,28,control,28,0.33,1.339167722,0.0711,0.0717,0.0714,10,5.25,0.0648,0.0655,0.06515,200,95.80882353
BPF,BPF-28-BPF-5,28-BPF-5,28-expose,28,expose,28,0.52,1.632396132,0.0645,0.0631,0.0638,10,4.691176471,0.0802,0.0891,0.08465,200,124.4852941
BPF,BPF-28-C-1,28-C-1,28-C,28,control,18,0.59,1.999753996,0.0338,0.0334,0.0336,10,2.470588235,0.0698,0.0705,0.07015,100,51.58088235
BPF,BPF-28-BPF-1,28-BPF-1,28-expose,28,expose,18,0.44,1.696592502,0.0459,0.0466,0.04625,10,3.400735294,0.0904,0.0879,0.08915,100,65.55147059
BPF,BPF-18-C-11,18-C-11,18-C,18,control,28,0.44,1.785556962,0.0702,0.0707,0.07045,10,5.180147059,0.0529,0.0565,0.0547,200,80.44117647
BPF,BPF-18-BPF-11,18-BPF-11,18-expose,18,expose,28,0.45,1.90356111,0.0688,0.0692,0.069,10,5.073529412,0.0446,0.0463,0.04545,200,66.83823529
BPF,BPF-28-BPF-2,28-BPF-2,28-expose,28,expose,18,0.51,1.711926421,,,,,,,,,,
BPF,BPF-28-C-2,28-C-2,28-C,28,control,18,0.67,1.704661103,0.0593,0.0607,0.06,10,4.411764706,0.103,0.106,0.1045,100,76.83823529
BPF,BPF-18-BPF-12,18-BPF-12,18-expose,18,expose,28,0.46,1.925663366,,,,,,,,,,
BPF,BPF-18-C-12,18-C-12,18-C,18,control,28,0.43,1.50073557,,,,,,,,,,
BPF,BPF-28-C-3,28-C-3,28-C,28,control,18,0.46,1.828752659,0.0449,0.0445,0.0447,10,3.286764706,0.0956,0.0963,0.09595,100,70.55147059
BPF,BPF-28-BPF-3,28-BPF-3,28-expose,28,expose,18,0.57,1.96997053,0.0282,0.028,0.0281,10,2.066176471,0.0487,0.0503,0.0495,100,36.39705882
BPF,BPF-18-C-13,18-C-13,18-C,18,control,28,0.51,1.815304254,0.0586,0.0585,0.05855,10,4.305147059,0.0659,0.0657,0.0658,200,96.76470588
BPF,BPF-18-BPF-13,18-BPF-13,18-expose,18,expose,28,0.42,1.740026098,0.0821,0.0838,0.08295,10,6.099264706,0.0807,0.0802,0.08045,200,118.3088235
BPF,BPF-28-BPF-4,28-BPF-4,28-expose,28,expose,18,0.49,1.727016799,0.0478,0.0479,0.04785,10,3.518382353,0.1058,0.1065,0.10615,100,78.05147059
BPF,BPF-28-C-4,28-C-4,28-C,28,control,18,0.39,1.444444444,0.0377,0.0371,0.0374,10,2.75,0.0806,0.0791,0.07985,100,58.71323529
BPF,BPF-18-BPF-14,18-BPF-14,18-expose,18,expose,28,0.5,1.711267313,0.0836,0.0803,0.08195,10,6.025735294,0.0748,0.0707,0.07275,200,106.9852941
BPF,BPF-18-C-14,18-C-14,18-C,18,control,28,0.47,1.79402508,0.0766,0.0776,0.0771,10,5.669117647,0.0691,0.0708,0.06995,200,102.8676471
BPF,BPF-28-C-5,28-C-5,28-C,28,control,18,0.32,1.298586882,0.048,0.0481,0.04805,10,3.533088235,0.092,0.0919,0.09195,100,67.61029412
BPF,BPF-28-BPF-5,28-BPF-5,28-expose,28,expose,18,0.58,1.820749532,0.0387,0.0392,0.03895,10,2.863970588,0.0752,0.0758,0.0755,100,55.51470588
BPF,BPF-18-C-15,18-C-15,18-C,18,control,28,0.64,1.733194385,,,,,,,,,,
BPF,BPF-18-BPF-15,18-BPF-15,18-expose,18,expose,28,0.66,1.78735671,0.0663,0.0662,0.06625,10,4.871323529,0.0396,0.0401,0.03985,200,58.60294118
BPF,BPF-28-C-6,28-C-6,28-C,28,control,18,0.54,1.941180296,0.0393,0.0396,0.03945,10,2.900735294,0.0662,0.0699,0.06805,100,50.03676471
BPF,BPF-28-BPF-6,28-BPF-6,28-expose,28,expose,18,0.51,1.87012523,,,,,,,,,,
BPF,BPF-28-C-11,28-C-11,28-C,28,control,28,0.5,1.74504136,0.051,0.0443,0.04765,10,3.503676471,0.042,0.0496,0.0458,200,67.35294118
BPF,BPF-28-BPF-11,28-BPF-11,28-expose,28,expose,28,0.52,1.514792899,0.0593,0.0626,0.06095,10,4.481617647,0.0643,0.0502,0.05725,200,84.19117647
BPF,BPF-28-BPF-7,28-BPF-7,28-expose,28,expose,18,0.62,1.725241395,0.0512,0.0548,0.053,10,3.897058824,0.094,0.1041,0.09905,100,72.83088235
BPF,BPF-28-C-7,28-C-7,28-C,28,control,18,0.76,2.021525254,0.0389,0.0387,0.0388,10,2.852941176,0.0693,0.0756,0.07245,100,53.27205882
BPF,BPF-28-BPF-12,28-BPF-12,28-expose,28,expose,28,0.52,1.712141135,0.0799,0.0827,0.0813,10,5.977941176,0.1012,0.0976,0.0994,200,146.1764706
BPF,BPF-28-C-12,28-C-12,28-C,28,control,28,0.65,1.893491124,0.0823,0.0918,0.08705,10,6.400735294,0.0896,0.0874,0.0885,200,130.1470588
BPF,BPF-28-C-8,28-C-8,28-C,28,control,18,0.52,2.025523544,0.0405,0.0468,0.04365,10,3.209558824,0.101,0.0993,0.10015,100,73.63970588
BPF,BPF-28-BPF-8,28-BPF-8,28-expose,28,expose,18,0.57,1.789357298,0.0381,0.0376,0.03785,10,2.783088235,0.0864,0.0896,0.088,100,64.70588235
BPF,BPF-28-C-13,28-C-13,28-C,28,control,28,0.66,1.771350626,,,,,,,,,,
BPF,BPF-28-BPF-13,28-BPF-13,28-expose,28,expose,28,0.66,1.836547291,0.0497,0.059,0.05435,10,3.996323529,0.055,0.0656,0.0603,200,88.67647059
BPF,BPF-28-BPF-9,28-BPF-9,28-expose,28,expose,18,0.47,1.84950652,0.0396,0.0398,0.0397,10,2.919117647,0.0582,0.0578,0.058,100,42.64705882
BPF,BPF-28-C-9,28-C-9,28-C,28,control,18,0.7,1.965668808,,,,,,,,,,
BPF,BPF-28-BPF-14,28-BPF-14,28-expose,28,expose,28,0.57,1.823657152,,,,,,,,,,
BPF,BPF-28-C-14,28-C-14,28-C,28,control,28,0.46,1.828752659,,,,,,,,,,
BPF,BPF-28-C-10,28-C-10,28-C,28,control,18,0.6,1.848328675,0.0483,0.0544,0.05135,10,3.775735294,0.0802,0.0821,0.08115,100,59.66911765
BPF,BPF-28-BPF-10,28-BPF-10,28-expose,28,expose,18,0.74,2.040552338,0.0499,0.0499,0.0499,10,3.669117647,0.091,0.1074,0.0992,100,72.94117647
BPF,BPF-28-C-15,28-C-15,28-C,28,control,28,0.5,1.779710052,0.0972,0.0955,0.09635,10,7.084558824,0.0883,0.0881,0.0882,200,129.7058824
BPF,BPF-28-BPF-15,28-BPF-15,28-expose,28,expose,28,0.72,2.003506136,0.0598,0.0603,0.06005,10,4.415441176,0.0708,0.0752,0.073,200,107.3529412
BPF,BPF-28-C-11,28-C-11,28-C,28,control,18,0.49,1.710140533,0.0258,0.0255,0.02565,10,1.886029412,0.0653,0.0716,0.06845,100,50.33088235
BPF,BPF-28-BPF-11,28-BPF-11,28-expose,28,expose,18,0.53,1.543923532,0.0343,0.042,0.03815,10,2.805147059,0.0676,0.066,0.0668,100,49.11764706
BPF,BPF-28-C-6,28-C-6,28-C,28,control,28,0.51,1.833336946,0.0635,0.069,0.06625,10,4.871323529,0.0459,0.048,0.04695,200,69.04411765
BPF,BPF-28-BPF-6,28-BPF-6,28-expose,28,expose,28,0.49,1.796786986,,,,,,,,,,
BPF,BPF-28-BPF-12,28-BPF-12,28-expose,28,expose,18,0.51,1.679215344,0.0379,0.0388,0.03835,10,2.819852941,0.0698,0.0697,0.06975,100,51.28676471
BPF,BPF-28-C-12,28-C-12,28-C,28,control,18,0.67,1.95175239,0.0593,0.0528,0.05605,10,4.121323529,0.1103,0.108,0.10915,100,80.25735294
BPF,BPF-28-BPF-7,28-BPF-7,28-expose,28,expose,28,0.61,1.697414921,0.0852,0.0806,0.0829,10,6.095588235,0.0743,0.0755,0.0749,200,110.1470588
BPF,BPF-28-C-7,28-C-7,28-C,28,control,28,0.77,2.048124271,0.0603,0.0699,0.0651,10,4.786764706,0.0441,0.057,0.05055,200,74.33823529
BPF,BPF-28-C-13,28-C-13,28-C,28,control,18,0.66,1.771350626,,,,,,,,,,
BPF,BPF-28-BPF-13,28-BPF-13,28-expose,28,expose,18,0.65,1.808720817,0.0358,0.0347,0.03525,10,2.591911765,0.0782,0.0755,0.07685,100,56.50735294
BPF,BPF-28-C-8,28-C-8,28-C,28,control,28,0.51,1.485662267,0.0623,0.0742,0.06825,10,5.018382353,0.0627,0.0656,0.06415,200,94.33823529
BPF,BPF-28-BPF-8,28-BPF-8,28-expose,28,expose,28,0.56,2.181333048,0.0503,0.0532,0.05175,10,3.805147059,0.0598,0.0595,0.05965,200,87.72058824
BPF,BPF-28-BPF-14,28-BPF-14,28-expose,28,expose,18,0.55,1.759669182,,,,,,,,,,
BPF,BPF-28-C-14,28-C-14,28-C,28,control,18,0.47,1.868508152,,,,,,,,,,
BPF,BPF-28-BPF-9,28-BPF-9,28-expose,28,expose,28,0.46,1.810155318,0.0422,0.0581,0.05015,10,3.6875,0.0692,0.0579,0.06355,200,93.45588235
BPF,BPF-28-C-9,28-C-9,28-C,28,control,28,0.68,1.909506842,,,,,,,,,,
BPF,BPF-28-C-15,28-C-15,28-C,28,control,18,0.49,1.744115851,0.0526,0.0554,0.054,10,3.970588235,0.0996,0.0977,0.09865,100,72.53676471
BPF,BPF-28-BPF-15,28-BPF-15,28-expose,28,expose,18,0.7,1.947853188,0.0392,0.0387,0.03895,10,2.863970588,0.0827,0.083,0.08285,100,60.91911765
BPF,BPF-28-C-10,28-C-10,28-C,28,control,28,0.61,1.879134153,0.0729,0.0813,0.0771,10,5.669117647,0.0452,0.0505,0.04785,200,70.36764706
BPF,BPF-28-BPF-10,28-BPF-10,28-expose,28,expose,28,0.7,1.930252211,0.0744,0.0782,0.0763,10,5.610294118,0.0821,0.0864,0.08425,200,123.8970588
BPS,BPS-18-C-1,18-C-1,18-C,18,control,18,0.41,1.681085735,0.0652,0.0634,0.0643,10,4.727941176,0.1151,0.109,0.11205,100,82.38970588
BPS,BPS-18-BPS-1,18-BPS-1,18-expose,18,expose,18,0.6,1.654501896,0.0487,0.0491,0.0489,10,3.595588235,0.0812,0.0814,0.0813,100,59.77941176
BPS,BPS-18-C-6,18-C-6,18-C,18,control,28,0.42,1.669730689,0.0806,0.0878,0.0842,10,6.191176471,0.0595,0.055,0.05725,200,84.19117647
BPS,BPS-18-BPS-6,18-BPS-6,18-expose,18,expose,28,0.4,1.92336589,0.0624,0.0641,0.06325,10,4.650735294,0.0642,0.0651,0.06465,200,95.07352941
BPS,BPS-18-BPS-2,18-BPS-2,18-expose,18,expose,18,0.42,1.480300113,0.0462,0.0468,0.0465,10,3.419117647,0.0636,0.0644,0.064,100,47.05882353
BPS,BPS-18-C-2,18-C-2,18-C,18,control,18,0.4,1.252131021,0.0362,0.0302,0.0332,10,2.441176471,0.0778,0.077,0.0774,100,56.91176471
BPS,BPS-18-BPS-7,18-BPS-7,18-expose,18,expose,28,0.42,1.409821758,0.0468,0.044,0.0454,10,3.338235294,0.05,0.0502,0.0501,200,73.67647059
BPS,BPS-18-C-7,18-C-7,18-C,18,control,28,0.56,1.935409643,0.0501,0.0524,0.05125,10,3.768382353,0.0565,0.059,0.05775,200,84.92647059
BPS,BPS-18-C-3,18-C-3,18-C,18,control,18,0.49,2.072766542,,,,,,,,,,
BPS,BPS-18-BPS-3,18-BPS-3,18-expose,18,expose,18,0.44,1.841938872,,,,,,,,,,
BPS,BPS-18-C-8,18-C-8,18-C,18,control,28,0.6,2.156866995,0.0688,0.0689,0.06885,10,5.0625,0.0586,0.0583,0.05845,200,85.95588235
BPS,BPS-18-BPS-8,18-BPS-8,18-expose,18,expose,28,0.33,1.41063885,0.0614,0.0639,0.06265,10,4.606617647,0.0335,0.0326,0.03305,200,48.60294118
BPS,BPS-18-BPS-4,18-BPS-4,18-expose,18,expose,18,0.39,1.684728904,0.0492,0.0491,0.04915,10,3.613970588,0.0808,0.0809,0.08085,100,59.44852941
BPS,BPS-18-C-4,18-C-4,18-C,18,control,18,0.41,1.59704741,0.0597,0.0579,0.0588,10,4.323529412,0.0821,0.0897,0.0859,100,63.16176471
BPS,BPS-18-BPS-9,18-BPS-9,18-expose,18,expose,28,0.39,1.415936503,0.0402,0.0315,0.03585,10,2.636029412,0.0369,0.0379,0.0374,200,55
BPS,BPS-18-C-9,18-C-9,18-C,18,control,28,0.5,1.599699257,,,,,,,,,,
BPS,BPS-18-C-5,18-C-5,18-C,18,control,18,0.52,1.745493605,0.0598,0.0585,0.05915,10,4.349264706,0.0988,0.1004,0.0996,100,73.23529412
BPS,BPS-18-BPS-5,18-BPS-5,18-expose,18,expose,18,0.48,1.850828184,0.0253,0.0207,0.023,10,1.691176471,0.0961,0.0986,0.09735,100,71.58088235
BPS,BPS-18-C-10,18-C-10,18-C,18,control,28,0.42,1.509806897,0.0562,0.0587,0.05745,10,4.224264706,0.0433,0.0457,0.0445,200,65.44117647
BPS,BPS-18-BPS-10,18-BPS-10,18-expose,18,expose,28,0.49,2.072766542,0.0456,0.0419,0.04375,10,3.216911765,0.0753,0.0764,0.07585,200,111.5441176
BPS,BPS-18-C-6,18-C-6,18-C,18,control,18,0.42,1.669730689,0.0486,0.0494,0.049,10,3.602941176,0.0717,0.0784,0.07505,100,55.18382353
BPS,BPS-18-BPS-6,18-BPS-6,18-expose,18,expose,18,0.46,2.211870774,0.0326,0.0322,0.0324,10,2.382352941,0.0607,0.0602,0.06045,100,44.44852941
BPS,BPS-18-C-1,18-C-1,18-C,18,control,28,0.46,1.886096191,0.0709,0.0703,0.0706,10,5.191176471,0.0622,0.0619,0.06205,200,91.25
BPS,BPS-18-BPS-1,18-BPS-1,18-expose,18,expose,28,0.61,1.682076927,0.0477,0.0489,0.0483,10,3.551470588,0.0614,0.0611,0.06125,200,90.07352941
BPS,BPS-18-BPS-7,18-BPS-7,18-expose,18,expose,18,0.47,1.577657682,0.0274,0.033,0.0302,10,2.220588235,0.0643,0.0719,0.0681,100,50.07352941
BPS,BPS-18-C-7,18-C-7,18-C,18,control,18,0.55,1.900848757,0.0397,0.0347,0.0372,10,2.735294118,0.0872,0.0903,0.08875,100,65.25735294
BPS,BPS-18-BPS-2,18-BPS-2,18-expose,18,expose,28,0.4,1.409809632,0.0524,0.0531,0.05275,10,3.878676471,0.0498,0.0492,0.0495,200,72.79411765
BPS,BPS-18-C-2,18-C-2,18-C,18,control,28,0.37,1.158221194,0.0743,0.0788,0.07655,10,5.628676471,0.0611,0.0593,0.0602,200,88.52941176
BPS,BPS-18-C-8,18-C-8,18-C,18,control,18,0.55,1.977128079,0.0522,0.0513,0.05175,10,3.805147059,0.0802,0.0807,0.08045,100,59.15441176
BPS,BPS-18-BPS-8,18-BPS-8,18-expose,18,expose,18,0.39,1.667118641,0.0474,0.0442,0.0458,10,3.367647059,0.0678,0.0662,0.067,100,49.26470588
BPS,BPS-18-C-3,18-C-3,18-C,18,control,28,0.47,1.988163826,,,,,,,,,,
BPS,BPS-18-BPS-3,18-BPS-3,18-expose,18,expose,28,0.43,1.800076625,,,,,,,,,,
BPS,BPS-18-BPS-9,18-BPS-9,18-expose,18,expose,18,0.39,1.415936503,0.0252,0.031,0.0281,10,2.066176471,0.0397,0.039,0.03935,100,28.93382353
BPS,BPS-18-C-9,18-C-9,18-C,18,control,18,0.47,1.503717301,,,,,,,,,,
BPS,BPS-18-BPS-4,18-BPS-4,18-expose,18,expose,28,0.4,1.727927081,0.0532,0.0528,0.053,10,3.897058824,0.0554,0.0558,0.0556,200,81.76470588
BPS,BPS-18-C-4,18-C-4,18-C,18,control,28,0.47,1.830761665,0.0633,0.0602,0.06175,10,4.540441176,0.0735,0.0772,0.07535,200,110.8088235
BPS,BPS-18-C-10,18-C-10,18-C,18,control,18,0.44,1.581702463,0.0564,0.0575,0.05695,10,4.1875,0.0768,0.0819,0.07935,100,58.34558824
BPS,BPS-18-BPS-10,18-BPS-10,18-expose,18,expose,18,0.47,1.988163826,0.0317,0.0334,0.03255,10,2.393382353,0.0908,0.0904,0.0906,100,66.61764706
BPS,BPS-18-C-5,18-C-5,18-C,18,control,28,0.54,1.812627975,0.0737,0.0725,0.0731,10,5.375,0.0628,0.0627,0.06275,200,92.27941176
BPS,BPS-18-BPS-5,18-BPS-5,18-expose,18,expose,28,0.42,1.619474661,0.0277,0.0271,0.0274,10,2.014705882,0.0803,0.0808,0.08055,200,118.4558824
BPS,BPS-18-C-11,18-C-11,18-C,18,control,18,0.44,1.920868596,,,,,,,,,,
BPS,BPS-18-BPS-11,18-BPS-11,18-expose,18,expose,18,0.21,1.266481218,0.038,0.0327,0.03535,10,2.599264706,0.0462,0.0486,0.0474,100,34.85294118
BPS,BPS-28-C-1,28-C-1,28-C,28,control,28,0.5,1.967560128,0.066,0.0607,0.06335,10,4.658088235,0.0774,0.0765,0.07695,200,113.1617647
BPS,BPS-28-BPS-1,28-BPS-1,28-expose,28,expose,28,0.36,1.431197733,0.0643,0.0579,0.0611,10,4.492647059,0.0729,0.0713,0.0721,200,106.0294118
BPS,BPS-18-BPS-12,18-BPS-12,18-expose,18,expose,18,0.39,1.430095764,,,,,,,,,,
BPS,BPS-18-C-12,18-C-12,18-C,18,control,18,0.45,1.555239892,0.0409,0.0419,0.0414,10,3.044117647,0.0689,0.0659,0.0674,100,49.55882353
BPS,BPS-28-BPS-2,28-BPS-2,28-expose,28,expose,28,0.39,1.430095764,0.0365,0.0356,0.03605,10,2.650735294,0.0795,0.0688,0.07415,200,109.0441176
BPS,BPS-28-C-2,28-C-2,28-C,28,control,28,0.38,1.421575833,0.0331,0.0383,0.0357,10,2.625,0.0681,0.0706,0.06935,200,101.9852941
BPS,BPS-18-C-13,18-C-13,18-C,18,control,18,0.4,1.841820835,0.0528,0.0525,0.05265,10,3.871323529,0.0978,0.0964,0.0971,100,71.39705882
BPS,BPS-18-BPS-13,18-BPS-13,18-expose,18,expose,18,0.4,2.032210537,0.0507,0.0501,0.0504,10,3.705882353,0.0887,0.0894,0.08905,100,65.47794118
BPS,BPS-28-C-3,28-C-3,28-C,28,control,28,0.32,1.342386604,0.059,0.0533,0.05615,10,4.128676471,0.0736,0.0751,0.07435,200,109.3382353
BPS,BPS-28-BPS-3,28-BPS-3,28-expose,28,expose,28,0.41,1.789900282,0.0529,0.0489,0.0509,10,3.742647059,0.0696,0.0747,0.07215,200,106.1029412
BPS,BPS-18-BPS-14,18-BPS-14,18-expose,18,expose,18,0.48,1.888857723,0.0478,0.0478,0.0478,10,3.514705882,0.0843,0.0837,0.084,100,61.76470588
BPS,BPS-18-C-14,18-C-14,18-C,18,control,18,0.44,2.004373178,0.0636,0.0662,0.0649,10,4.772058824,0.0633,0.0633,0.0633,100,46.54411765
BPS,BPS-28-BPS-4,28-BPS-4,28-expose,28,expose,28,0.43,2.001400794,0.0601,0.069,0.06455,10,4.746323529,0.0809,0.0829,0.0819,200,120.4411765
BPS,BPS-28-C-4,28-C-4,28-C,28,control,28,0.56,1.616349327,0.0745,0.0771,0.0758,10,5.573529412,0.093,0.0933,0.09315,200,136.9852941
BPS,BPS-18-C-15,18-C-15,18-C,18,control,18,0.43,2.136789513,0.0498,0.0491,0.04945,10,3.636029412,0.0954,0.0957,0.09555,100,70.25735294
BPS,BPS-18-BPS-15,18-BPS-15,18-expose,18,expose,18,0.5,2.277696793,,,,,,,,,,
BPS,BPS-28-C-5,28-C-5,28-C,28,control,28,0.41,1.929054731,0.048,0.0544,0.0512,10,3.764705882,0.062,0.0622,0.0621,200,91.32352941
BPS,BPS-28-BPS-5,28-BPS-5,28-expose,28,expose,28,0.49,1.727016799,0.0283,0.0342,0.03125,10,2.297794118,0.0494,0.0514,0.0504,200,74.11764706
BPS,BPS-28-C-1,28-C-1,28-C,28,control,18,0.57,2.243018546,0.0311,0.0397,0.0354,10,2.602941176,0.076,0.0935,0.08475,100,62.31617647
BPS,BPS-28-BPS-1,28-BPS-1,28-expose,28,expose,18,0.35,1.391442241,0.0447,0.0448,0.04475,10,3.290441176,0.0117,0.1118,0.06175,100,45.40441176
BPS,BPS-18-C-11,18-C-11,18-C,18,control,28,0.45,1.9645247,,,,,,,,,,
BPS,BPS-18-BPS-11,18-BPS-11,18-expose,18,expose,28,0.22,1.326789847,0.0469,0.0477,0.0473,10,3.477941176,0.0338,0.0311,0.03245,200,47.72058824
BPS,BPS-28-BPS-2,28-BPS-2,28-expose,28,expose,18,0.36,1.320088398,0.0321,0.034,0.03305,10,2.430147059,0.1153,0.1076,0.11145,100,81.94852941
BPS,BPS-28-C-2,28-C-2,28-C,28,control,18,0.42,1.571215394,0.0304,0.0281,0.02925,10,2.150735294,0.0877,0.094,0.09085,100,66.80147059
BPS,BPS-18-BPS-12,18-BPS-12,18-expose,18,expose,28,0.44,1.613441375,,,,,,,,,,
BPS,BPS-18-C-12,18-C-12,18-C,18,control,28,0.46,1.589800778,0.0441,0.0494,0.04675,10,3.4375,0.0534,0.0563,0.05485,200,80.66176471
BPS,BPS-28-C-3,28-C-3,28-C,28,control,18,0.39,1.636033673,0.0439,0.0505,0.0472,10,3.470588235,0.0918,0.0943,0.09305,100,68.41911765
BPS,BPS-28-BPS-3,28-BPS-3,28-expose,28,expose,18,0.46,2.008180805,0.0386,0.041,0.0398,10,2.926470588,0.0852,0.095,0.0901,100,66.25
BPS,BPS-18-C-13,18-C-13,18-C,18,control,28,0.41,1.887866356,0.0646,0.0672,0.0659,10,4.845588235,0.0862,0.0844,0.0853,200,125.4411765
BPS,BPS-18-BPS-13,18-BPS-13,18-expose,18,expose,28,0.42,2.133821064,0.0562,0.0556,0.0559,10,4.110294118,0.0742,0.0737,0.07395,200,108.75
BPS,BPS-28-BPS-4,28-BPS-4,28-expose,28,expose,18,0.46,2.141033408,0.0488,0.0404,0.0446,10,3.279411765,0.1023,0.1092,0.10575,100,77.75735294
BPS,BPS-28-C-4,28-C-4,28-C,28,control,18,0.51,1.472032423,0.0559,0.05,0.05295,10,3.893382353,0.1083,0.1395,0.1239,100,91.10294118
BPS,BPS-18-BPS-14,18-BPS-14,18-expose,18,expose,28,0.49,1.928208925,0.0511,0.0508,0.05095,10,3.746323529,0.0631,0.0633,0.0632,200,92.94117647
BPS,BPS-18-C-14,18-C-14,18-C,18,control,28,0.4,1.822157434,0.0465,0.0443,0.0454,10,3.338235294,0.0571,0.0603,0.0587,200,86.32352941
BPS,BPS-28-C-5,28-C-5,28-C,28,control,18,0.38,1.787904385,0.0653,0.0682,0.06675,10,4.908088235,0.0835,0.0863,0.0849,100,62.42647059
BPS,BPS-28-BPS-5,28-BPS-5,28-expose,28,expose,18,0.48,1.691771558,0.0271,0.0239,0.0255,10,1.875,0.0762,0.0674,0.0718,100,52.79411765
BPS,BPS-18-C-15,18-C-15,18-C,18,control,28,0.39,1.938018395,0.067,0.0659,0.06645,10,4.886029412,0.0872,0.0879,0.08755,200,128.75
BPS,BPS-18-BPS-15,18-BPS-15,18-expose,18,expose,28,0.45,2.049927114,,,,,,,,,,
BPS,BPS-28-C-6,28-C-6,28-C,28,control,18,0.36,1.57161976,0.0499,0.0491,0.0495,10,3.639705882,0.0921,0.097,0.09455,100,69.52205882
BPS,BPS-28-BPS-6,28-BPS-6,28-expose,28,expose,18,0.41,1.663814442,,,,,,,,,,
BPS,BPS-28-C-11,28-C-11,28-C,28,control,28,0.46,1.773710343,0.0733,0.0781,0.0757,10,5.566176471,0.0595,0.0483,0.0539,200,79.26470588
BPS,BPS-28-BPS-11,28-BPS-11,28-expose,28,expose,28,0.39,1.444444444,0.06,0.063,0.0615,10,4.522058824,0.066,0.0693,0.06765,200,99.48529412
BPS,BPS-28-BPS-7,28-BPS-7,28-expose,28,expose,18,0.42,1.853062143,0.0389,0.0435,0.0412,10,3.029411765,0.0926,0.0898,0.0912,100,67.05882353
BPS,BPS-28-C-7,28-C-7,28-C,28,control,18,0.53,2.002751554,,,,,,,,,,
BPS,BPS-28-BPS-12,28-BPS-12,28-expose,28,expose,28,0.29,1.106951645,0.0377,0.0391,0.0384,10,2.823529412,0.0547,0.0472,0.05095,200,74.92647059
BPS,BPS-28-C-12,28-C-12,28-C,28,control,28,0.43,1.709486181,,,,,,,,,,
BPS,BPS-28-C-8,28-C-8,28-C,28,control,18,0.54,2.020134078,0.0578,0.0675,0.06265,10,4.606617647,0.0929,0.0953,0.0941,100,69.19117647
BPS,BPS-28-BPS-8,28-BPS-8,28-expose,28,expose,18,0.19,0.847239658,0.037,0.0393,0.03815,10,2.805147059,0.0427,0.0398,0.04125,100,30.33088235
BPS,BPS-28-C-13,28-C-13,28-C,28,control,28,0.37,1.581625377,0.0512,0.0515,0.05135,10,3.775735294,0.0563,0.0567,0.0565,200,83.08823529
BPS,BPS-28-BPS-13,28-BPS-13,28-expose,28,expose,28,0.34,1.423316401,,,,,,,,,,
BPS,BPS-28-BPS-9,28-BPS-9,28-expose,28,expose,18,0.52,1.572129244,,,,,,,,,,
BPS,BPS-28-C-9,28-C-9,28-C,28,control,18,0.42,1.331030608,,,,,,,,,,
BPS,BPS-28-BPS-14,28-BPS-14,28-expose,28,expose,28,0.38,1.159667969,0.0756,0.0715,0.07355,10,5.408088235,0.0721,0.0741,0.0731,200,107.5
BPS,BPS-28-C-14,28-C-14,28-C,28,control,28,0.41,1.228050543,0.0826,0.0813,0.08195,10,6.025735294,0.0642,0.0645,0.06435,200,94.63235294
BPS,BPS-28-C-10,28-C-10,28-C,28,control,18,0.48,1.47866294,0.0312,0.0329,0.03205,10,2.356617647,0.0772,0.0779,0.07755,100,57.02205882
BPS,BPS-28-BPS-10,28-BPS-10,28-expose,28,expose,18,0.39,1.574522713,0.0552,0.0551,0.05515,10,4.055147059,0.0758,0.0827,0.07925,100,58.27205882
BPS,BPS-28-C-15,28-C-15,28-C,28,control,28,0.41,1.908312385,0.0722,0.0772,0.0747,10,5.492647059,0.0811,0.0829,0.082,200,120.5882353
BPS,BPS-28-BPS-15,28-BPS-15,28-expose,28,expose,28,0.35,1.152402687,0.0762,0.0763,0.07625,10,5.606617647,0.076,0.0734,0.0747,200,109.8529412
BPS,BPS-28-C-11,28-C-11,28-C,28,control,18,0.43,1.658033581,0.05,0.0506,0.0503,10,3.698529412,0.0623,0.0728,0.06755,100,49.66911765
BPS,BPS-28-BPS-11,28-BPS-11,28-expose,28,expose,18,0.43,1.592592593,0.0401,0.0349,0.0375,10,2.757352941,0.0769,0.0789,0.0779,100,57.27941176
BPS,BPS-28-C-6,28-C-6,28-C,28,control,28,0.39,1.702588074,0.0802,0.0807,0.08045,10,5.915441176,0.0619,0.0592,0.06055,200,89.04411765
BPS,BPS-28-BPS-6,28-BPS-6,28-expose,28,expose,28,0.42,1.704395282,,,,,,,,,,
BPS,BPS-28-BPS-12,28-BPS-12,28-expose,28,expose,18,0.36,1.37414687,0.0268,0.028,0.0274,10,2.014705882,0.0675,0.0698,0.06865,100,50.47794118
BPS,BPS-28-C-12,28-C-12,28-C,28,control,18,0.42,1.669730689,,,,,,,,,,
